Npedido;Fecha;Sucursal;Vendedor;Tipo;Categoria; Precio ; Costo ;Propina
2108;28/1/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;15%
2108;5/6/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;15%
2108;5/8/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 12,60;15%
2108;13/11/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;15%
2108;20/7/2018;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;15%
2108;12/12/2019;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;15%
2108;24/8/2019;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;15%
2108;9/2/2018;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;15%
2108;29/10/2019;12;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,00;15%
2108;15/3/2018;12;Rodrigo;Bebida;Pizzas;$ 250,00;$ 73,50;15%
2108;6/12/2019;12;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;15%
2108;10/4/2019;12;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,25;15%
2108;25/12/2018;12;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 69,72;15%
2108;20/3/2018;12;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;15%
2108;22/5/2019;12;Rodrigo;Bebida;Postres;$ 80,00;$ 32,40;15%
2108;11/6/2018;12;Rodrigo;Bebida;Chatarra;$ 70,00;$ 60,75;15%
2109;14/1/2019;8;Maria;Comida;Gaseosa;$ 90,00;$ 20,00;12%
2109;13/2/2018;8;Maria;Comida;Gaseosa;$ 90,00;$ 18,50;12%
2109;19/9/2019;8;Maria;Comida;Gaseosa;$ 90,00;$ 18,50;12%
2109;13/5/2019;8;Maria;Comida;Gaseosa;$ 90,00;$ 16,00;12%
2109;27/8/2018;8;Maria;Comida;Gaseosa;$ 90,00;$ 16,00;12%
2109;17/3/2018;8;Maria;Comida;Gaseosa;$ 90,00;$ 18,25;12%
2109;13/6/2018;8;Maria;Comida;Cervezas;$ 110,00;$ 23,70;12%
2109;10/11/2018;8;Maria;Comida;Cervezas;$ 110,00;$ 18,00;12%
2109;14/9/2019;8;Maria;Bebida;Postres;$ 80,00;$ 31,50;12%
2109;2/11/2018;8;Maria;Bebida;Ensaladas;$ 150,00;$ 63,00;12%
2109;9/10/2019;8;Maria;Bebida;Ensaladas;$ 150,00;$ 56,58;12%
2109;10/1/2019;8;Maria;Bebida;Ensaladas;$ 150,00;$ 68,00;12%
2109;4/3/2018;8;Maria;Bebida;Pizzas;$ 250,00;$ 73,50;12%
2109;28/8/2019;8;Maria;Bebida;Pizzas;$ 250,00;$ 81,90;12%
2109;10/3/2019;8;Maria;Bebida;Pizzas;$ 250,00;$ 91,25;12%
2109;15/4/2018;8;Maria;Bebida;Pizzas;$ 250,00;$ 91,25;12%
2109;25/8/2018;8;Maria;Bebida;Pizzas;$ 250,00;$ 112,05;12%
2109;30/12/2018;8;Maria;Bebida;Pastas;$ 220,00;$ 145,96;12%
2110;10/5/2019;4;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;14%
2110;4/10/2019;4;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;14%
2110;1/12/2019;4;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;14%
2110;7/5/2019;4;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;14%
2110;29/10/2019;4;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;14%
2110;21/4/2019;4;Rodrigo;Comida;Cervezas;$ 110,00;$ 32,40;14%
2110;8/4/2019;4;Rodrigo;Bebida;Pizzas;$ 250,00;$ 88,56;14%
2110;3/1/2019;4;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;14%
2110;27/10/2019;4;Rodrigo;Bebida;Pizzas;$ 250,00;$ 112,05;14%
2110;13/11/2019;4;Rodrigo;Bebida;Pastas;$ 220,00;$ 121,80;14%
2110;13/1/2019;4;Rodrigo;Bebida;Pastas;$ 220,00;$ 54,75;14%
2111;3/12/2019;10;Fabricio;Comida;Gaseosa;$ 90,00;$ 17,75;5%
2111;25/5/2019;10;Fabricio;Comida;Gaseosa;$ 90,00;$ 16,00;5%
2111;22/10/2018;10;Fabricio;Comida;Gaseosa;$ 90,00;$ 16,00;5%
2111;2/10/2019;10;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,25;5%
2111;11/8/2019;10;Fabricio;Comida;Cervezas;$ 110,00;$ 21,25;5%
2111;7/5/2018;10;Fabricio;Comida;Cervezas;$ 110,00;$ 18,00;5%
2111;3/11/2019;10;Fabricio;Comida;Cervezas;$ 110,00;$ 32,40;5%
2111;12/8/2019;10;Fabricio;Comida;Cervezas;$ 110,00;$ 21,30;5%
2111;22/7/2018;10;Fabricio;Bebida;Entradas;$ 105,00;$ 63,20;5%
2111;2/7/2019;10;Fabricio;Bebida;Entradas;$ 105,00;$ 42,40;5%
2111;25/10/2019;10;Fabricio;Bebida;Pizzas;$ 250,00;$ 105,30;5%
2111;12/1/2018;10;Fabricio;Bebida;Pizzas;$ 250,00;$ 95,45;5%
2111;15/1/2018;10;Fabricio;Bebida;Pizzas;$ 250,00;$ 91,25;5%
2111;28/7/2018;10;Fabricio;Bebida;Pastas;$ 220,00;$ 132,84;5%
2111;2/7/2018;10;Fabricio;Bebida;Pastas;$ 220,00;$ 55,61;5%
2111;6/9/2018;10;Fabricio;Bebida;Pastas;$ 220,00;$ 55,61;5%
2111;6/11/2018;10;Fabricio;Bebida;Pastas;$ 220,00;$ 54,60;5%
2112;19/11/2019;3;Javier;Comida;Gaseosa;$ 90,00;$ 12,60;8%
2112;18/8/2019;3;Javier;Comida;Gaseosa;$ 90,00;$ 12,60;8%
2112;16/2/2018;3;Javier;Comida;Gaseosa;$ 90,00;$ 18,25;8%
2112;15/2/2018;3;Javier;Comida;Gaseosa;$ 90,00;$ 14,60;8%
2112;24/1/2018;3;Javier;Comida;Gaseosa;$ 90,00;$ 14,60;8%
2112;17/6/2018;3;Javier;Bebida;Postres;$ 80,00;$ 29,60;8%
2112;9/3/2019;3;Javier;Bebida;Entradas;$ 105,00;$ 52,56;8%
2112;23/6/2019;3;Javier;Bebida;Entradas;$ 105,00;$ 52,56;8%
2112;24/3/2019;3;Javier;Bebida;Pastas;$ 220,00;$ 132,84;8%
2113;30/5/2018;2;Joaquin;Comida;Gaseosa;$ 90,00;$ 20,00;12%
2113;6/7/2018;2;Joaquin;Comida;Gaseosa;$ 90,00;$ 18,50;12%
2113;10/4/2018;2;Joaquin;Comida;Gaseosa;$ 90,00;$ 16,00;12%
2113;23/8/2018;2;Joaquin;Comida;Gaseosa;$ 90,00;$ 14,60;12%
2113;3/9/2019;2;Joaquin;Comida;Cervezas;$ 110,00;$ 21,90;12%
2113;4/1/2019;2;Joaquin;Comida;Cervezas;$ 110,00;$ 21,90;12%
2113;29/1/2018;2;Joaquin;Comida;Cervezas;$ 110,00;$ 23,70;12%
2113;27/1/2018;2;Joaquin;Comida;Cervezas;$ 110,00;$ 32,40;12%
2113;4/10/2019;2;Joaquin;Comida;Cervezas;$ 110,00;$ 32,40;12%
2113;7/8/2019;2;Joaquin;Comida;Cervezas;$ 110,00;$ 21,30;12%
2113;26/10/2018;2;Joaquin;Bebida;Chatarra;$ 70,00;$ 60,06;12%
2113;19/11/2019;2;Joaquin;Bebida;Postres;$ 80,00;$ 31,50;12%
2113;28/7/2019;2;Joaquin;Bebida;Ensaladas;$ 150,00;$ 75,65;12%
2113;1/3/2018;2;Joaquin;Bebida;Pizzas;$ 250,00;$ 94,30;12%
2113;24/2/2018;2;Joaquin;Bebida;Pastas;$ 220,00;$ 55,61;12%
2113;25/8/2019;2;Joaquin;Bebida;Pastas;$ 220,00;$ 95,85;12%
2113;10/2/2018;2;Joaquin;Bebida;Pastas;$ 220,00;$ 90,00;12%
2113;16/3/2018;2;Joaquin;Bebida;Pastas;$ 220,00;$ 53,13;12%
2114;30/9/2018;6;Fabricio;Comida;Gaseosa;$ 90,00;$ 16,00;6%
2114;31/5/2018;6;Fabricio;Comida;Cervezas;$ 110,00;$ 21,30;6%
2114;20/12/2018;6;Fabricio;Comida;Cervezas;$ 110,00;$ 21,30;6%
2114;11/12/2019;6;Fabricio;Bebida;Entradas;$ 105,00;$ 42,40;6%
2114;8/10/2018;6;Fabricio;Bebida;Pizzas;$ 250,00;$ 94,30;6%
2114;25/3/2018;6;Fabricio;Bebida;Pizzas;$ 250,00;$ 105,00;6%
2114;19/6/2019;6;Fabricio;Bebida;Pastas;$ 220,00;$ 150,48;6%
2114;8/6/2018;6;Fabricio;Bebida;Pastas;$ 220,00;$ 54,75;6%
2115;26/2/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;8%
2115;19/6/2019;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;8%
2115;1/9/2018;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;8%
2115;24/11/2019;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;8%
2115;12/12/2018;12;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;8%
2115;23/1/2018;12;Rodrigo;Comida;Vinos;$ 100,00;$ 256,61;8%
2115;4/10/2019;12;Rodrigo;Bebida;Postres;$ 80,00;$ 32,40;8%
2115;22/2/2019;12;Rodrigo;Bebida;Entradas;$ 105,00;$ 63,18;8%
2115;17/2/2019;12;Rodrigo;Bebida;Entradas;$ 105,00;$ 52,56;8%
2115;7/5/2019;12;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,25;8%
2115;15/10/2019;12;Rodrigo;Bebida;Pizzas;$ 250,00;$ 73,50;8%
2116;5/9/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;6%
2116;17/4/2019;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;6%
2116;17/12/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;6%
2116;8/4/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;6%
2116;16/10/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;6%
2116;11/6/2018;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;6%
2116;20/12/2018;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;6%
2116;21/9/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;6%
2116;9/3/2018;13;Rodrigo;Bebida;Postres;$ 80,00;$ 33,60;6%
2116;23/3/2018;13;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;6%
2116;25/4/2019;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 63,00;6%
2116;18/3/2018;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,00;6%
2116;13/10/2019;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 54,60;6%
2116;22/7/2018;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 75,65;6%
2116;19/10/2019;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;6%
2116;23/9/2018;13;Rodrigo;Bebida;Pizzas;$ 250,00;$ 88,56;6%
2117;10/10/2019;13;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;6%
2117;14/8/2019;13;Miriam;Comida;Gaseosa;$ 90,00;$ 17,75;6%
2117;5/10/2018;13;Miriam;Comida;Gaseosa;$ 90,00;$ 18,25;6%
2117;9/5/2018;13;Miriam;Comida;Cervezas;$ 110,00;$ 21,90;6%
2117;12/11/2018;13;Miriam;Comida;Cervezas;$ 110,00;$ 23,70;6%
2117;6/2/2019;13;Miriam;Comida;Cervezas;$ 110,00;$ 21,30;6%
2117;21/4/2018;13;Miriam;Bebida;Postres;$ 80,00;$ 31,50;6%
2117;27/8/2018;13;Miriam;Bebida;Ensaladas;$ 150,00;$ 63,00;6%
2117;1/3/2018;13;Miriam;Bebida;Ensaladas;$ 150,00;$ 54,60;6%
2117;8/6/2018;13;Miriam;Bebida;Entradas;$ 105,00;$ 56,98;6%
2117;23/11/2018;13;Miriam;Bebida;Pastas;$ 220,00;$ 150,48;6%
2118;13/1/2019;17;Maria;Comida;Gaseosa;$ 90,00;$ 18,00;14%
2118;27/12/2018;17;Maria;Comida;Gaseosa;$ 90,00;$ 18,00;14%
2118;13/8/2018;17;Maria;Comida;Gaseosa;$ 90,00;$ 18,50;14%
2118;20/5/2018;17;Maria;Comida;Gaseosa;$ 90,00;$ 16,00;14%
2118;6/5/2018;17;Maria;Comida;Gaseosa;$ 90,00;$ 18,25;14%
2118;9/6/2019;17;Maria;Comida;Gaseosa;$ 90,00;$ 14,60;14%
2118;25/9/2019;17;Maria;Comida;Cervezas;$ 110,00;$ 18,00;14%
2118;19/1/2018;17;Maria;Comida;Cervezas;$ 110,00;$ 21,30;14%
2118;12/10/2019;17;Maria;Comida;Cervezas;$ 110,00;$ 21,30;14%
2118;24/10/2019;17;Maria;Bebida;Chatarra;$ 70,00;$ 66,36;14%
2118;10/9/2018;17;Maria;Bebida;Postres;$ 80,00;$ 29,60;14%
2118;26/10/2018;17;Maria;Bebida;Pizzas;$ 250,00;$ 73,50;14%
2118;6/11/2019;17;Maria;Bebida;Pizzas;$ 250,00;$ 105,00;14%
2118;19/1/2019;17;Maria;Bebida;Pizzas;$ 250,00;$ 81,90;14%
2118;27/7/2019;17;Maria;Bebida;Pastas;$ 220,00;$ 145,96;14%
2119;28/10/2018;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;9%
2119;21/1/2018;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;9%
2119;27/6/2018;16;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;9%
2119;24/11/2018;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;9%
2119;10/9/2018;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;9%
2119;11/2/2018;16;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;9%
2119;19/5/2018;16;Rodrigo;Bebida;Chatarra;$ 70,00;$ 66,36;9%
2119;22/8/2018;16;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;9%
2119;23/7/2019;16;Rodrigo;Bebida;Entradas;$ 105,00;$ 58,50;9%
2119;8/11/2018;16;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,25;9%
2119;19/9/2019;16;Rodrigo;Bebida;Pastas;$ 220,00;$ 55,61;9%
2119;5/4/2019;16;Rodrigo;Bebida;Pastas;$ 220,00;$ 55,61;9%
2119;23/7/2018;16;Rodrigo;Bebida;Pastas;$ 220,00;$ 53,13;9%
2120;15/8/2018;6;Joaquin;Comida;Gaseosa;$ 90,00;$ 21,60;6%
2120;31/7/2018;6;Joaquin;Comida;Cervezas;$ 110,00;$ 21,25;6%
2120;25/5/2019;6;Joaquin;Comida;Cervezas;$ 110,00;$ 24,90;6%
2120;19/1/2019;6;Joaquin;Comida;Cervezas;$ 110,00;$ 23,70;6%
2120;16/10/2018;6;Joaquin;Bebida;Pizzas;$ 250,00;$ 95,45;6%
2120;1/3/2018;6;Joaquin;Bebida;Pastas;$ 220,00;$ 150,48;6%
2121;2/8/2018;4;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;5%
2121;2/1/2018;4;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;5%
2121;1/8/2019;4;Rodrigo;Comida;Cervezas;$ 110,00;$ 23,70;5%
2121;31/1/2019;4;Rodrigo;Bebida;Chatarra;$ 70,00;$ 66,36;5%
2121;23/8/2018;4;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;5%
2121;14/4/2019;4;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;5%
2121;8/9/2019;4;Rodrigo;Bebida;Pastas;$ 220,00;$ 53,13;5%
2121;17/7/2019;4;Rodrigo;Bebida;Pastas;$ 220,00;$ 145,96;5%
2122;4/4/2018;11;Natalia;Comida;Cervezas;$ 110,00;$ 21,25;15%
2122;5/3/2018;11;Natalia;Comida;Cervezas;$ 110,00;$ 21,30;15%
2122;5/4/2018;11;Natalia;Bebida;Pastas;$ 220,00;$ 150,48;15%
2122;8/9/2019;11;Natalia;Bebida;Postres;$ 80,00;$ 31,50;15%
2123;19/3/2018;16;Fabricio;Comida;Gaseosa;$ 90,00;$ 20,00;12%
2123;17/5/2018;16;Fabricio;Comida;Vinos;$ 100,00;$ 536,25;12%
2123;10/2/2018;16;Fabricio;Comida;Vinos;$ 100,00;$ 501,16;12%
2123;1/6/2019;16;Fabricio;Comida;Vinos;$ 100,00;$ 256,61;12%
2123;15/11/2019;16;Fabricio;Comida;Vinos;$ 100,00;$ 422,64;12%
2123;17/10/2019;16;Fabricio;Bebida;Chatarra;$ 70,00;$ 66,36;12%
2123;2/6/2018;16;Fabricio;Bebida;Entradas;$ 105,00;$ 52,56;12%
2123;7/9/2018;16;Fabricio;Bebida;Entradas;$ 105,00;$ 56,98;12%
2123;1/10/2018;16;Fabricio;Bebida;Entradas;$ 105,00;$ 58,50;12%
2123;27/3/2018;16;Fabricio;Bebida;Entradas;$ 105,00;$ 56,25;12%
2123;29/10/2018;16;Fabricio;Bebida;Pastas;$ 220,00;$ 95,85;12%
2123;21/8/2018;16;Fabricio;Bebida;Pastas;$ 220,00;$ 54,75;12%
2124;1/1/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 16,00;15%
2124;25/7/2019;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;15%
2124;8/10/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;15%
2124;29/8/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;15%
2124;1/10/2018;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;15%
2124;10/3/2019;13;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;15%
2124;4/11/2018;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;15%
2124;19/10/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;15%
2124;25/5/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 32,40;15%
2124;19/6/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;15%
2124;17/1/2019;13;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;15%
2124;13/4/2019;13;Rodrigo;Bebida;Pastas;$ 220,00;$ 90,00;15%
2124;12/5/2018;13;Rodrigo;Bebida;Pastas;$ 220,00;$ 150,48;15%
2124;2/11/2018;13;Rodrigo;Bebida;Pastas;$ 220,00;$ 121,80;15%
2124;22/2/2018;13;Rodrigo;Bebida;Pastas;$ 220,00;$ 53,13;15%
2124;18/4/2019;13;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;15%
2124;1/4/2018;13;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;15%
2124;8/10/2018;13;Rodrigo;Bebida;Pizzas;$ 250,00;$ 91,25;15%
2124;30/12/2018;13;Rodrigo;Bebida;Entradas;$ 105,00;$ 53,76;15%
2124;30/10/2019;13;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,00;15%
2124;18/7/2019;13;Rodrigo;Bebida;Postres;$ 80,00;$ 29,60;15%
2125;19/3/2018;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 18,50;8%
2125;13/6/2019;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 18,50;8%
2125;2/2/2019;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 17,75;8%
2125;15/6/2019;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 17,75;8%
2125;18/8/2018;5;Joaquin;Comida;Gaseosa;$ 90,00;$ 21,60;8%
2125;22/6/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 21,25;8%
2125;27/2/2019;5;Joaquin;Comida;Cervezas;$ 110,00;$ 21,90;8%
2125;28/1/2018;5;Joaquin;Comida;Cervezas;$ 110,00;$ 18,00;8%
2125;27/3/2018;5;Joaquin;Bebida;Postres;$ 80,00;$ 39,00;8%
2125;14/6/2019;5;Joaquin;Bebida;Postres;$ 80,00;$ 32,40;8%
2125;11/10/2018;5;Joaquin;Bebida;Ensaladas;$ 150,00;$ 63,00;8%
2125;20/1/2019;5;Joaquin;Bebida;Entradas;$ 105,00;$ 53,76;8%
2125;20/10/2019;5;Joaquin;Bebida;Pizzas;$ 250,00;$ 81,90;8%
2125;14/3/2019;5;Joaquin;Bebida;Pastas;$ 220,00;$ 121,80;8%
2125;13/8/2019;5;Joaquin;Bebida;Pastas;$ 220,00;$ 90,00;8%
2126;8/9/2019;10;Andres;Comida;Gaseosa;$ 90,00;$ 18,00;9%
2126;21/9/2018;10;Andres;Comida;Gaseosa;$ 90,00;$ 21,60;9%
2126;12/4/2018;10;Andres;Comida;Cervezas;$ 110,00;$ 24,90;9%
2126;16/3/2018;10;Andres;Comida;Cervezas;$ 110,00;$ 21,30;9%
2126;22/11/2018;10;Andres;Bebida;Pizzas;$ 250,00;$ 88,56;9%
2126;4/10/2019;10;Andres;Bebida;Pizzas;$ 250,00;$ 81,90;9%
2126;25/1/2018;10;Andres;Bebida;Pastas;$ 220,00;$ 121,80;9%
2127;9/2/2019;7;Joaquin;Comida;Gaseosa;$ 90,00;$ 18,00;9%
2127;14/9/2019;7;Joaquin;Comida;Gaseosa;$ 90,00;$ 16,00;9%
2127;12/11/2018;7;Joaquin;Comida;Gaseosa;$ 90,00;$ 21,60;9%
2127;14/7/2019;7;Joaquin;Comida;Cervezas;$ 110,00;$ 24,90;9%
2127;15/6/2019;7;Joaquin;Comida;Cervezas;$ 110,00;$ 24,90;9%
2127;2/2/2019;7;Joaquin;Bebida;Chatarra;$ 70,00;$ 60,06;9%
2127;4/2/2018;7;Joaquin;Bebida;Postres;$ 80,00;$ 33,60;9%
2127;25/1/2018;7;Joaquin;Bebida;Entradas;$ 105,00;$ 56,98;9%
2127;15/7/2018;7;Joaquin;Bebida;Pizzas;$ 250,00;$ 91,25;9%
2128;18/10/2019;16;Agustin;Comida;Gaseosa;$ 90,00;$ 18,50;14%
2128;21/11/2019;16;Agustin;Comida;Gaseosa;$ 90,00;$ 16,00;14%
2128;16/5/2018;16;Agustin;Comida;Cervezas;$ 110,00;$ 21,25;14%
2128;1/12/2019;16;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;14%
2128;18/11/2018;16;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;14%
2128;6/7/2018;16;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;14%
2128;19/9/2018;16;Agustin;Comida;Cervezas;$ 110,00;$ 32,40;14%
2128;29/4/2019;16;Agustin;Bebida;Ensaladas;$ 150,00;$ 54,60;14%
2128;3/6/2019;16;Agustin;Bebida;Ensaladas;$ 150,00;$ 68,88;14%
2128;11/2/2018;16;Agustin;Bebida;Entradas;$ 105,00;$ 56,98;14%
2128;23/1/2018;16;Agustin;Bebida;Pizzas;$ 250,00;$ 73,50;14%
2128;18/11/2019;16;Agustin;Bebida;Pizzas;$ 250,00;$ 105,00;14%
2128;29/4/2019;16;Agustin;Bebida;Pizzas;$ 250,00;$ 81,90;14%
2128;18/8/2019;16;Agustin;Bebida;Pastas;$ 220,00;$ 54,75;14%
2129;17/10/2018;16;Andres;Comida;Gaseosa;$ 90,00;$ 18,50;13%
2129;26/10/2019;16;Andres;Comida;Cervezas;$ 110,00;$ 21,25;13%
2129;5/2/2018;16;Andres;Comida;Cervezas;$ 110,00;$ 24,90;13%
2129;22/10/2018;16;Andres;Comida;Cervezas;$ 110,00;$ 24,90;13%
2129;19/11/2019;16;Andres;Comida;Cervezas;$ 110,00;$ 18,00;13%
2129;1/8/2018;16;Andres;Comida;Cervezas;$ 110,00;$ 21,30;13%
2129;16/7/2019;16;Andres;Comida;Cervezas;$ 110,00;$ 21,30;13%
2129;23/11/2019;16;Andres;Comida;Cervezas;$ 110,00;$ 21,30;13%
2129;26/3/2019;16;Andres;Bebida;Chatarra;$ 70,00;$ 66,36;13%
2129;19/5/2019;16;Andres;Bebida;Postres;$ 80,00;$ 39,00;13%
2129;6/7/2019;16;Andres;Bebida;Postres;$ 80,00;$ 33,60;13%
2129;15/10/2019;16;Andres;Bebida;Postres;$ 80,00;$ 29,60;13%
2129;4/1/2018;16;Andres;Bebida;Ensaladas;$ 150,00;$ 56,58;13%
2129;17/9/2019;16;Andres;Bebida;Entradas;$ 105,00;$ 63,20;13%
2129;3/5/2019;16;Andres;Bebida;Pizzas;$ 250,00;$ 112,05;13%
2129;26/6/2018;16;Andres;Bebida;Pastas;$ 220,00;$ 132,84;13%
2129;11/7/2019;16;Andres;Bebida;Pastas;$ 220,00;$ 54,60;13%
2130;22/1/2018;16;Maria;Comida;Gaseosa;$ 90,00;$ 18,00;9%
2130;18/3/2019;16;Maria;Comida;Cervezas;$ 110,00;$ 21,25;9%
2130;2/7/2018;16;Maria;Comida;Cervezas;$ 110,00;$ 23,70;9%
2130;16/5/2019;16;Maria;Comida;Cervezas;$ 110,00;$ 32,40;9%
2130;13/1/2018;16;Maria;Bebida;Postres;$ 80,00;$ 31,50;9%
2130;4/3/2019;16;Maria;Bebida;Ensaladas;$ 150,00;$ 75,65;9%
2130;5/7/2018;16;Maria;Bebida;Pastas;$ 220,00;$ 90,00;9%
2131;12/3/2018;2;Agustin;Comida;Gaseosa;$ 90,00;$ 20,00;16%
2131;3/9/2018;2;Agustin;Comida;Gaseosa;$ 90,00;$ 20,00;16%
2131;5/6/2018;2;Agustin;Comida;Gaseosa;$ 90,00;$ 18,50;16%
2131;28/9/2018;2;Agustin;Comida;Gaseosa;$ 90,00;$ 16,00;16%
2131;26/11/2019;2;Agustin;Comida;Gaseosa;$ 90,00;$ 14,60;16%
2131;3/10/2019;2;Agustin;Comida;Cervezas;$ 110,00;$ 21,25;16%
2131;9/5/2018;2;Agustin;Comida;Cervezas;$ 110,00;$ 21,90;16%
2131;4/7/2019;2;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;16%
2131;7/4/2018;2;Agustin;Bebida;Postres;$ 80,00;$ 31,50;16%
2131;29/8/2018;2;Agustin;Bebida;Ensaladas;$ 150,00;$ 68,88;16%
2131;15/2/2019;2;Agustin;Bebida;Entradas;$ 105,00;$ 53,76;16%
2131;6/10/2019;2;Agustin;Bebida;Pizzas;$ 250,00;$ 105,30;16%
2131;18/1/2019;2;Agustin;Bebida;Pizzas;$ 250,00;$ 105,30;16%
2131;27/4/2018;2;Agustin;Bebida;Pizzas;$ 250,00;$ 112,05;16%
2131;29/1/2019;2;Agustin;Bebida;Pastas;$ 220,00;$ 132,84;16%
2131;13/3/2018;2;Agustin;Bebida;Pastas;$ 220,00;$ 54,60;16%
2132;23/5/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;11%
2132;20/9/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;11%
2132;17/7/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;11%
2132;10/2/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 21,60;11%
2132;4/5/2018;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;11%
2132;18/4/2019;12;Rodrigo;Comida;Gaseosa;$ 90,00;$ 14,60;11%
2132;9/9/2019;12;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 63,00;11%
2132;25/7/2018;12;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;11%
2132;27/3/2019;12;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 54,60;11%
